Customer ID,Age,Gender,All Purchases,Email Address,Subscription Status,Payment Method
1858,47,Male,1,user7504@example.com,Yes,Cash
1859,27,Male,1,user2686@example.com,No,Debit Card
1860,53,Female,47,user6635@example.com,Yes,Bank Transfer
1861,35,Male,7,user7720@example.com,Yes,Bank Transfer
1862,28,Male,1,user1808@example.com,Yes,Debit Card
1863,19,Female,2,user2123@example.com,Yes,Credit Card
1864,18,Male,7,user9854@example.com,Yes,Cash
1865,57,Male,5,user8693@example.com,Yes,Bank Transfer
1866,61,Male,4,user9486@example.com,Yes,Cash
1867,31,Female,5,user7367@example.com,No,Credit Card
1868,57,Male,7,user1083@example.com,No,Debit Card
1869,67,Male,6,user6285@example.com,No,Bank Transfer
1870,53,Female,15,user8421@example.com,No,Bank Transfer
1871,21,Female,1,user4115@example.com,No,Bank Transfer
1872,35,Male,1,user5429@example.com,Yes,Debit Card
1873,63,Male,2,user1907@example.com,Yes,Bank Transfer
1874,19,Male,6,user5536@example.com,No,Debit Card
1875,19,Male,6,user6191@example.com,No,Credit Card
1876,19,Male,8,user3439@example.com,No,Bank Transfer
1877,49,Male,9,user2348@example.com,No,Bank Transfer
1878,20,Male,3,user4055@example.com,No,Bank Transfer
1879,59,Female,14,user4069@example.com,Yes,PayPal
1880,22,Female,2,user2131@example.com,No,Cash
1881,59,Female,85,user6680@example.com,Yes,Credit Card
1882,43,Male,5,user9820@example.com,No,Bank Transfer
1883,60,Male,12,user7761@example.com,Yes,Bank Transfer
1884,55,Female,11,user8147@example.com,No,Bank Transfer
1885,18,Male,3,user1527@example.com,No,PayPal
1886,52,Male,2,user3853@example.com,Yes,Debit Card
1887,25,Male,7,user7318@example.com,No,Credit Card
1888,34,Male,2,user7842@example.com,Yes,Bank Transfer
1889,48,Male,3,user8086@example.com,Yes,Cash
1890,29,Female,26,user6320@example.com,No,Credit Card
1891,65,Female,4,user4493@example.com,Yes,Bank Transfer
1892,53,Male,7,user8176@example.com,No,PayPal
1893,51,Female,6,user5899@example.com,Yes,Credit Card
1894,18,Male,2,user3310@example.com,No,Cash
1895,34,Female,6,user5777@example.com,Yes,Debit Card
1896,21,Male,4,user6662@example.com,No,Bank Transfer
1897,44,Male,1,user1812@example.com,Yes,Bank Transfer
1898,30,Male,1,user7936@example.com,No,Bank Transfer
1899,26,Female,7,user7139@example.com,Yes,Cash
1900,53,Female,17,user3692@example.com,Yes,Debit Card
1901,55,Female,2,user9688@example.com,Yes,PayPal
1902,30,Male,15,user5151@example.com,Yes,PayPal
1903,51,Female,12,user7379@example.com,Yes,PayPal
1904,24,Female,8,user3660@example.com,No,Credit Card
1905,37,Female,6,user1805@example.com,Yes,Credit Card
1906,69,Female,3,user5958@example.com,No,PayPal
1907,30,Male,1,user4957@example.com,Yes,Debit Card
1908,55,Female,3,user1105@example.com,Yes,Debit Card
1909,69,Male,1,user4207@example.com,Yes,Bank Transfer
1910,23,Female,5,user8191@example.com,Yes,Bank Transfer
1911,64,Female,16,user6398@example.com,No,PayPal
1912,61,Male,15,user7980@example.com,Yes,Credit Card
1913,53,Male,4,user4453@example.com,Yes,Credit Card
1914,59,Male,2,user4299@example.com,Yes,Cash
1915,36,Male,8,user4001@example.com,Yes,Bank Transfer
1916,22,Male,3,user4892@example.com,No,Credit Card
1917,19,Male,2,user8816@example.com,Yes,Credit Card
1918,47,Male,1,user9529@example.com,Yes,Debit Card
1919,62,Female,1,user4983@example.com,No,Credit Card
1920,55,Male,4,user1688@example.com,No,Debit Card
1921,37,Male,6,user1070@example.com,No,PayPal
1922,55,Male,1,user4672@example.com,No,PayPal
1923,39,Male,1,user1727@example.com,Yes,Bank Transfer
1924,22,Female,1,user6316@example.com,Yes,Bank Transfer
1925,22,Male,1,user7395@example.com,Yes,Bank Transfer
1926,48,Female,1,user7970@example.com,Yes,Bank Transfer
1927,28,Female,7,user6950@example.com,No,Cash
1928,66,Female,6,user3288@example.com,Yes,Bank Transfer
1929,54,Male,16,user9355@example.com,No,Cash
1930,45,Female,1,user8557@example.com,Yes,Bank Transfer
1931,21,Female,6,user2276@example.com,Yes,Debit Card
1932,38,Female,8,user7983@example.com,Yes,Debit Card
1933,69,Female,2,user6559@example.com,Yes,Debit Card
1934,44,Male,6,user3315@example.com,Yes,Credit Card
1935,42,Male,8,user1187@example.com,Yes,Credit Card
1936,46,Male,5,user6966@example.com,Yes,Bank Transfer
1937,61,Female,1,user9437@example.com,No,PayPal
1938,25,Male,1,user2706@example.com,No,Debit Card
1939,25,Male,8,user6210@example.com,Yes,Bank Transfer
1940,21,Female,3,user5853@example.com,Yes,PayPal
1941,25,Male,1,user2157@example.com,No,Credit Card
1942,49,Female,15,user3666@example.com,No,PayPal
1943,26,Female,1,user4913@example.com,Yes,Credit Card
1944,30,Female,5,user8964@example.com,No,Cash
1945,64,Female,2,user6569@example.com,No,Credit Card
1946,33,Female,38,user2124@example.com,No,Debit Card
1947,68,Male,4,user4393@example.com,No,PayPal
1948,26,Male,8,user4149@example.com,No,Credit Card
1949,27,Male,18,user3602@example.com,No,Bank Transfer
1950,63,Male,3,user7818@example.com,Yes,PayPal
1951,19,Female,3,user6084@example.com,No,PayPal
1952,55,Male,1,user7915@example.com,Yes,Cash
1953,33,Female,1,user1833@example.com,Yes,Debit Card
1954,48,Male,2,user6124@example.com,No,Bank Transfer
1955,56,Male,72,user8655@example.com,No,Bank Transfer
1956,24,Female,3,user1102@example.com,Yes,Bank Transfer
1957,65,Female,3,user1719@example.com,No,Debit Card
1958,43,Male,16,user8877@example.com,Yes,Credit Card
1959,36,Female,6,user6886@example.com,Yes,Credit Card
1960,67,Male,6,user7639@example.com,No,Credit Card
1961,33,Male,5,user4752@example.com,No,Bank Transfer
1962,66,Female,12,user2551@example.com,No,Bank Transfer
1963,43,Male,4,user5157@example.com,Yes,Debit Card
1964,46,Male,3,user6140@example.com,Yes,Credit Card
1965,39,Female,8,user8463@example.com,Yes,Bank Transfer
1966,42,Female,1,user1811@example.com,Yes,Credit Card
1967,36,Male,6,user3178@example.com,No,Credit Card
1968,46,Male,16,user9279@example.com,Yes,Debit Card
1969,64,Male,3,user5083@example.com,Yes,Debit Card
1970,66,Female,52,user2760@example.com,Yes,Bank Transfer
1971,62,Male,5,user6279@example.com,Yes,Bank Transfer
1972,69,Female,4,user2967@example.com,Yes,Debit Card
1973,18,Female,5,user6379@example.com,Yes,PayPal
1974,66,Female,4,user2358@example.com,Yes,Credit Card
1975,35,Female,1,user8425@example.com,Yes,Debit Card
1976,38,Male,9,user4530@example.com,Yes,Cash
1977,29,Male,5,user3351@example.com,Yes,Credit Card
1978,51,Female,6,user3886@example.com,Yes,Bank Transfer
1979,40,Female,3,user3490@example.com,No,Bank Transfer
1980,32,Female,5,user9858@example.com,No,Cash
1981,57,Female,4,user8559@example.com,No,Cash
1982,39,Male,1,user2563@example.com,Yes,Debit Card
1983,59,Female,4,user3681@example.com,No,Credit Card
1984,40,Male,1,user3729@example.com,No,PayPal
1985,56,Male,2,user8959@example.com,No,PayPal
1986,21,Female,2,user4584@example.com,No,Bank Transfer
1987,69,Female,6,user2820@example.com,Yes,Credit Card
1988,36,Female,22,user2552@example.com,Yes,PayPal
1989,43,Female,17,user2917@example.com,Yes,Debit Card
1990,64,Female,2,user4033@example.com,Yes,Bank Transfer
1991,56,Male,5,user4466@example.com,No,Cash
1992,32,Female,3,user6666@example.com,No,PayPal
1993,40,Male,2,user8395@example.com,No,Cash
1994,47,Female,16,user2504@example.com,No,Debit Card
1995,26,Male,24,user6620@example.com,No,Bank Transfer
1996,30,Female,1,user8365@example.com,Yes,PayPal
1997,69,Male,7,user5083@example.com,No,Bank Transfer
1998,35,Female,5,user4684@example.com,No,Bank Transfer
1999,61,Male,5,user1120@example.com,No,Bank Transfer
2000,19,Male,7,user6812@example.com,Yes,Credit Card
2001,47,Female,5,user4795@example.com,No,Debit Card
2002,68,Male,1,user7296@example.com,No,PayPal
2003,54,Female,1,user6377@example.com,No,Debit Card
2004,19,Male,2,user6815@example.com,No,Credit Card
2005,37,Male,3,user2177@example.com,No,Bank Transfer
2006,51,Female,7,user2392@example.com,No,Bank Transfer
2007,61,Male,30,user7700@example.com,Yes,Bank Transfer
2008,20,Male,3,user2683@example.com,Yes,PayPal
2009,34,Female,1,user5935@example.com,Yes,Bank Transfer
2010,26,Male,11,user8766@example.com,Yes,Bank Transfer
2011,65,Female,1,user2813@example.com,No,Cash
2012,38,Female,63,user5811@example.com,No,Cash
2013,50,Male,6,user2576@example.com,No,Bank Transfer
2014,25,Female,4,user4076@example.com,Yes,Bank Transfer
2015,42,Male,4,user9722@example.com,No,Cash
2016,51,Male,20,user5479@example.com,Yes,Credit Card
2017,41,Male,1,user7334@example.com,Yes,Debit Card
2018,39,Male,1,user8913@example.com,Yes,Bank Transfer
2019,40,Female,5,user8380@example.com,Yes,PayPal
2020,58,Female,3,user3825@example.com,No,Credit Card
2021,26,Male,2,user7286@example.com,Yes,Credit Card
2022,34,Male,25,user8739@example.com,No,Credit Card
2023,45,Female,3,user8429@example.com,Yes,Bank Transfer
2024,37,Male,2,user7855@example.com,No,Credit Card
2025,57,Female,1,user7182@example.com,No,Debit Card
2026,23,Male,4,user4311@example.com,No,PayPal
2027,44,Female,15,user9635@example.com,Yes,PayPal
2028,63,Female,4,user6844@example.com,No,Credit Card
2029,65,Male,2,user7309@example.com,No,Credit Card
2030,38,Male,16,user3823@example.com,No,Bank Transfer
2031,59,Female,8,user9066@example.com,No,Debit Card
2032,61,Male,4,user5399@example.com,No,PayPal
2033,46,Male,12,user8768@example.com,No,PayPal
2034,50,Male,5,user7284@example.com,Yes,Debit Card
2035,19,Female,6,user6492@example.com,Yes,Cash
2036,29,Male,5,user1252@example.com,No,Credit Card
2037,57,Male,9,user6496@example.com,No,Credit Card
2038,43,Female,25,user1714@example.com,No,Cash
2039,53,Female,2,user9248@example.com,No,Cash
2040,64,Male,2,user9028@example.com,Yes,Bank Transfer
2041,26,Male,2,user9688@example.com,Yes,Debit Card
2042,51,Female,1,user1640@example.com,No,Debit Card
2043,38,Female,10,user6876@example.com,Yes,Bank Transfer
2044,40,Male,1,user5052@example.com,Yes,Cash
2045,41,Male,4,user8314@example.com,Yes,Debit Card
2046,54,Female,1,user2968@example.com,Yes,Bank Transfer
2047,29,Female,1,user8161@example.com,No,PayPal
2048,40,Female,40,user2130@example.com,Yes,PayPal
2049,47,Female,7,user8598@example.com,No,Debit Card
2050,68,Male,19,user3735@example.com,Yes,Credit Card
2051,63,Female,3,user7703@example.com,Yes,PayPal
2052,43,Male,8,user7374@example.com,No,PayPal
2053,64,Female,11,user9055@example.com,Yes,Debit Card
2054,31,Female,2,user1730@example.com,No,Bank Transfer
2055,33,Female,1,user6389@example.com,Yes,Debit Card
2056,36,Male,8,user1782@example.com,Yes,Credit Card
2057,30,Female,5,user1782@example.com,No,PayPal
2058,30,Male,6,user8170@example.com,No,Bank Transfer
2059,40,Female,2,user1581@example.com,No,Cash
2060,24,Male,2,user4606@example.com,No,Bank Transfer
2061,19,Male,11,user2076@example.com,No,Debit Card
2062,64,Male,3,user5522@example.com,Yes,Bank Transfer
2063,43,Male,6,user1589@example.com,No,Credit Card
2064,52,Male,2,user5330@example.com,Yes,Credit Card
2065,35,Male,4,user5108@example.com,No,PayPal
2066,24,Male,9,user5709@example.com,No,PayPal
2067,37,Female,9,user9369@example.com,No,Bank Transfer
2068,33,Female,9,user8980@example.com,No,PayPal
2069,45,Female,1,user2138@example.com,Yes,Bank Transfer
2070,55,Male,2,user1279@example.com,No,Debit Card
2071,57,Female,2,user6037@example.com,No,Credit Card
2072,28,Male,4,user4891@example.com,No,Debit Card
2073,36,Male,14,user9376@example.com,No,Cash
2074,31,Female,3,user5949@example.com,No,PayPal
2075,20,Female,5,user7123@example.com,No,Credit Card
2076,64,Male,1,user9223@example.com,No,PayPal
2077,34,Male,1,user9242@example.com,Yes,Debit Card
2078,66,Male,1,user6045@example.com,No,PayPal
2079,60,Female,13,user3571@example.com,No,PayPal
2080,64,Female,3,user9511@example.com,No,PayPal
2081,46,Female,2,user9205@example.com,No,PayPal
2082,18,Male,5,user7746@example.com,No,Bank Transfer
2083,59,Male,2,user1439@example.com,Yes,Debit Card
2084,34,Female,7,user1070@example.com,No,Cash
2085,52,Female,7,user9904@example.com,No,Bank Transfer
2086,40,Female,4,user8800@example.com,No,Bank Transfer
2087,36,Male,21,user2378@example.com,No,Cash
2088,53,Female,5,user7120@example.com,Yes,PayPal
2089,35,Male,15,user2008@example.com,No,Debit Card
2090,51,Female,9,user6014@example.com,Yes,PayPal
2091,49,Male,8,user4380@example.com,Yes,Credit Card
2092,28,Male,18,user6499@example.com,Yes,Credit Card
2093,19,Female,1,user8153@example.com,Yes,Debit Card
2094,30,Male,2,user7487@example.com,Yes,Debit Card
2095,47,Female,6,user1940@example.com,No,Cash
2096,52,Male,2,user7824@example.com,No,Cash
2097,39,Female,3,user5924@example.com,Yes,PayPal
2098,45,Female,1,user8603@example.com,Yes,Cash
2099,20,Male,1,user9252@example.com,Yes,PayPal
2100,44,Female,5,user6970@example.com,Yes,Debit Card
2101,54,Male,1,user4673@example.com,Yes,Bank Transfer
2102,58,Male,4,user7507@example.com,No,PayPal
2103,64,Female,13,user3669@example.com,Yes,Credit Card
2104,45,Male,13,user2520@example.com,No,Debit Card
2105,56,Male,1,user1521@example.com,No,Bank Transfer
2106,50,Male,3,user7455@example.com,No,Debit Card
2107,33,Female,1,user5531@example.com,No,Cash
2108,32,Female,1,user6970@example.com,Yes,PayPal
2109,27,Male,12,user5316@example.com,No,Credit Card
2110,23,Female,4,user2524@example.com,Yes,PayPal
2111,28,Female,8,user8279@example.com,No,Bank Transfer
2112,51,Male,1,user7245@example.com,Yes,Debit Card
2113,53,Female,1,user1455@example.com,Yes,Bank Transfer
2114,18,Male,2,user6162@example.com,Yes,Credit Card
2115,50,Female,2,user8303@example.com,Yes,Credit Card
2116,51,Female,1,user2040@example.com,No,PayPal
2117,25,Male,2,user7326@example.com,No,PayPal
2118,18,Male,1,user6278@example.com,No,Bank Transfer
2119,62,Male,27,user1178@example.com,Yes,Bank Transfer
2120,67,Female,3,user1387@example.com,No,Cash
2121,65,Female,6,user1135@example.com,No,Cash
2122,66,Male,3,user6274@example.com,No,Cash
2123,23,Female,1,user3569@example.com,No,PayPal
2124,61,Female,1,user3569@example.com,No,Credit Card
2125,50,Male,2,user9431@example.com,Yes,PayPal
2126,53,Male,1,user3269@example.com,No,Credit Card
2127,51,Female,1,user5268@example.com,No,Cash
2128,47,Male,1,user7918@example.com,Yes,Debit Card
2129,49,Male,1,user4721@example.com,Yes,PayPal
2130,68,Female,1,user5413@example.com,Yes,PayPal
2131,25,Female,1,user8584@example.com,Yes,Credit Card
2132,44,Male,2,user5333@example.com,No,Bank Transfer
2133,25,Female,3,user7989@example.com,No,PayPal
2134,58,Male,5,user2713@example.com,Yes,Credit Card
2135,29,Male,24,user8094@example.com,No,Debit Card
2136,63,Female,12,user6743@example.com,Yes,Debit Card
2137,25,Female,11,user9532@example.com,No,Bank Transfer
2138,20,Female,4,user3840@example.com,No,Bank Transfer
2139,41,Female,1,user4019@example.com,No,PayPal
2140,63,Male,1,user1654@example.com,No,PayPal
2141,43,Male,2,user7275@example.com,Yes,Cash
2142,59,Male,27,user8632@example.com,Yes,Credit Card
2143,20,Female,4,user1386@example.com,Yes,Debit Card
2144,22,Female,5,user6341@example.com,Yes,Cash
2145,60,Female,6,user5328@example.com,Yes,Cash
2146,47,Female,1,user6171@example.com,No,PayPal
2147,37,Female,2,user9410@example.com,Yes,Debit Card
2148,45,Male,3,user6795@example.com,No,Credit Card
2149,28,Female,2,user9027@example.com,No,PayPal
2150,25,Female,4,user6945@example.com,Yes,Bank Transfer
2151,28,Female,1,user8952@example.com,No,PayPal
2152,58,Male,10,user1078@example.com,No,Cash
2153,45,Male,1,user1041@example.com,Yes,PayPal
2154,47,Female,17,user2122@example.com,Yes,Cash
2155,64,Male,15,user3926@example.com,No,Credit Card
2156,26,Male,12,user5009@example.com,No,Bank Transfer
2157,49,Female,1,user8293@example.com,Yes,Debit Card
2158,36,Male,1,user7878@example.com,Yes,Bank Transfer
2159,35,Male,4,user1812@example.com,Yes,Credit Card
2160,50,Male,2,user5938@example.com,No,Debit Card
2161,52,Female,10,user8977@example.com,Yes,Cash
2162,57,Female,2,user1141@example.com,No,Debit Card
2163,58,Female,2,user9853@example.com,Yes,Bank Transfer
2164,67,Male,4,user3531@example.com,Yes,PayPal
2165,49,Male,6,user2855@example.com,No,Credit Card
2166,49,Female,17,user7877@example.com,No,Credit Card
2167,40,Male,5,user1149@example.com,Yes,PayPal
2168,48,Male,26,user6957@example.com,Yes,Bank Transfer
2169,52,Female,1,user8644@example.com,No,PayPal
2170,65,Male,4,user7387@example.com,Yes,Cash
2171,62,Female,2,user1810@example.com,No,Debit Card
2172,41,Male,12,user2639@example.com,No,Credit Card
2173,60,Male,5,user5082@example.com,Yes,Debit Card
2174,51,Male,9,user4884@example.com,No,Cash
2175,58,Female,2,user6641@example.com,Yes,Cash
2176,22,Female,5,user2524@example.com,No,PayPal
2177,42,Male,2,user5267@example.com,No,PayPal
2178,50,Male,3,user7045@example.com,No,Credit Card
2179,52,Female,5,user9837@example.com,No,Debit Card
2180,20,Male,6,user8299@example.com,Yes,Debit Card
2181,42,Male,6,user5519@example.com,No,Credit Card
2182,49,Female,6,user9632@example.com,Yes,Cash
2183,26,Male,34,user7022@example.com,Yes,Bank Transfer
2184,40,Female,6,user7170@example.com,No,Credit Card
2185,26,Female,5,user7186@example.com,Yes,Debit Card
2186,47,Female,30,user5283@example.com,No,Credit Card
2187,53,Female,2,user1117@example.com,No,Credit Card
2188,65,Female,14,user5011@example.com,Yes,PayPal
2189,28,Male,15,user6817@example.com,Yes,PayPal
2190,31,Female,3,user4368@example.com,Yes,Cash
2191,43,Female,21,user6279@example.com,Yes,Debit Card
2192,54,Male,1,user9493@example.com,No,Bank Transfer
2193,49,Female,2,user1564@example.com,No,Bank Transfer
2194,42,Female,7,user5197@example.com,No,Debit Card
2195,52,Male,6,user9193@example.com,Yes,Credit Card
2196,65,Male,2,user6175@example.com,No,Credit Card
2197,40,Male,6,user6184@example.com,No,Cash
2198,25,Female,6,user3923@example.com,Yes,Credit Card
2199,26,Female,5,user3449@example.com,No,Credit Card
2200,26,Male,13,user3676@example.com,Yes,Debit Card
2201,54,Male,1,user4635@example.com,No,Debit Card
2202,47,Male,1,user8757@example.com,No,PayPal
2203,55,Female,10,user4631@example.com,No,Debit Card
2204,29,Female,19,user4411@example.com,Yes,Credit Card
2205,31,Male,2,user8706@example.com,Yes,Cash
2206,56,Male,33,user4896@example.com,Yes,PayPal
2207,35,Male,3,user5588@example.com,No,Cash
2208,18,Male,6,user5475@example.com,Yes,Bank Transfer
2209,33,Female,19,user3717@example.com,No,Debit Card
2210,47,Male,1,user2105@example.com,No,Credit Card
2211,58,Female,3,user7025@example.com,No,Debit Card
2212,51,Male,1,user3254@example.com,No,Bank Transfer
2213,23,Female,12,user3240@example.com,Yes,Bank Transfer
2214,65,Female,6,user5513@example.com,Yes,Credit Card
2215,55,Male,1,user5052@example.com,No,Debit Card
2216,19,Male,1,user8863@example.com,No,Credit Card
2217,38,Female,4,user3118@example.com,No,PayPal
2218,46,Female,4,user4418@example.com,No,Bank Transfer
2219,46,Male,2,user1889@example.com,Yes,Debit Card
2220,35,Male,2,user7645@example.com,Yes,Cash
2221,52,Female,1,user9989@example.com,Yes,PayPal
2222,30,Male,9,user5128@example.com,No,Credit Card
2223,28,Male,1,user8473@example.com,No,Debit Card
2224,39,Male,1,user9319@example.com,Yes,PayPal
2225,23,Male,6,user3083@example.com,Yes,Cash
2226,24,Female,3,user1730@example.com,No,Debit Card
2227,54,Female,6,user3007@example.com,Yes,Cash
2228,30,Female,46,user2844@example.com,No,Cash
2229,18,Female,1,user6733@example.com,No,Cash
2230,47,Male,1,user6322@example.com,Yes,Credit Card
2231,31,Male,2,user6626@example.com,Yes,PayPal
2232,55,Female,1,user9896@example.com,Yes,Debit Card
2233,60,Female,1,user5697@example.com,Yes,Bank Transfer
2234,30,Female,6,user9318@example.com,No,PayPal
2235,48,Male,1,user6216@example.com,Yes,PayPal
2236,40,Male,1,user9143@example.com,Yes,Bank Transfer
2237,57,Female,2,user4707@example.com,No,Debit Card
2238,63,Female,4,user1753@example.com,Yes,PayPal
2239,63,Female,16,user4632@example.com,No,Debit Card
2240,62,Female,3,user7780@example.com,No,Debit Card
2241,58,Female,1,user4027@example.com,Yes,Bank Transfer
2242,65,Female,2,user6950@example.com,Yes,Credit Card
2243,61,Female,2,user2086@example.com,No,Cash
2244,43,Male,12,user3903@example.com,Yes,Cash
2245,26,Female,5,user8888@example.com,Yes,PayPal
2246,67,Female,1,user2594@example.com,Yes,PayPal
2247,64,Male,1,user5156@example.com,Yes,PayPal
2248,39,Female,8,user6408@example.com,Yes,Debit Card
2249,33,Male,2,user3871@example.com,Yes,PayPal
2250,45,Male,7,user6759@example.com,No,Bank Transfer
2251,46,Male,47,user6749@example.com,No,PayPal
2252,22,Male,5,user5517@example.com,No,Cash
2253,21,Male,1,user5326@example.com,No,Cash
2254,40,Male,3,user2368@example.com,Yes,PayPal
2255,38,Female,12,user3872@example.com,No,Bank Transfer
2256,68,Female,3,user8109@example.com,Yes,Cash
2257,55,Male,25,user1168@example.com,Yes,PayPal
2258,31,Male,4,user6169@example.com,No,PayPal
2259,32,Female,5,user8580@example.com,No,Credit Card
2260,50,Female,2,user9224@example.com,No,PayPal
2261,54,Female,3,user1216@example.com,No,Credit Card
2262,50,Male,2,user8146@example.com,No,Bank Transfer
2263,45,Female,4,user1852@example.com,No,Debit Card
2264,22,Male,2,user7259@example.com,Yes,Credit Card
2265,60,Male,12,user2132@example.com,Yes,PayPal
2266,34,Female,1,user5587@example.com,Yes,Debit Card
2267,60,Female,24,user3269@example.com,No,Cash
2268,64,Female,4,user1992@example.com,Yes,Credit Card
2269,64,Male,3,user4316@example.com,Yes,Cash
2270,29,Male,4,user8751@example.com,Yes,Credit Card
2271,65,Male,15,user9406@example.com,No,Debit Card
2272,31,Female,1,user1172@example.com,No,Debit Card
2273,29,Female,5,user7726@example.com,No,Bank Transfer
2274,63,Female,10,user8887@example.com,No,Bank Transfer
2275,40,Female,1,user2401@example.com,No,PayPal
2276,67,Male,1,user7269@example.com,Yes,PayPal
2277,62,Female,4,user8232@example.com,No,Debit Card
2278,26,Female,6,user7686@example.com,No,Debit Card
2279,43,Female,8,user5989@example.com,No,Bank Transfer
2280,63,Male,20,user8295@example.com,Yes,PayPal
2281,19,Male,4,user6125@example.com,No,PayPal
2282,68,Female,20,user5130@example.com,Yes,Bank Transfer
2283,46,Male,1,user7533@example.com,No,Debit Card
2284,48,Female,5,user8994@example.com,No,Bank Transfer
2285,68,Male,8,user2200@example.com,No,Credit Card
2286,57,Female,3,user5920@example.com,No,Debit Card
2287,58,Female,3,user9520@example.com,Yes,Credit Card
2288,21,Male,7,user6241@example.com,Yes,Credit Card
2289,63,Male,30,user7861@example.com,No,Credit Card
2290,52,Male,12,user6904@example.com,No,Cash
2291,26,Female,8,user3999@example.com,Yes,Bank Transfer
2292,46,Male,2,user6521@example.com,Yes,PayPal
2293,45,Male,4,user5453@example.com,Yes,Cash
2294,28,Female,60,user3838@example.com,Yes,Credit Card
2295,46,Female,4,user8773@example.com,Yes,Bank Transfer
2296,20,Male,21,user8814@example.com,No,Bank Transfer
2297,20,Female,4,user4655@example.com,Yes,Bank Transfer
2298,56,Female,35,user1533@example.com,Yes,PayPal
2299,55,Male,2,user5294@example.com,Yes,Cash
2300,21,Male,10,user7346@example.com,Yes,Credit Card
2301,19,Female,5,user9575@example.com,Yes,Bank Transfer
2302,58,Female,1,user6479@example.com,No,Credit Card
2303,51,Male,9,user7904@example.com,Yes,Bank Transfer
2304,36,Female,1,user6464@example.com,Yes,Cash
2305,67,Male,4,user3967@example.com,Yes,PayPal
2306,64,Male,5,user9881@example.com,No,Cash
2307,59,Female,4,user1640@example.com,Yes,PayPal
2308,45,Female,1,user8523@example.com,Yes,Bank Transfer
2309,46,Male,5,user2265@example.com,Yes,Cash
2310,47,Male,10,user4102@example.com,No,Bank Transfer
2311,64,Female,4,user7790@example.com,Yes,Credit Card
2312,53,Female,3,user9537@example.com,No,Debit Card
2313,40,Female,1,user2213@example.com,Yes,Cash
2314,21,Female,6,user6400@example.com,Yes,Debit Card
2315,23,Male,1,user2690@example.com,No,PayPal
2316,47,Male,3,user3890@example.com,Yes,Debit Card
2317,26,Female,26,user7089@example.com,Yes,Debit Card
2318,35,Female,12,user2922@example.com,No,PayPal
2319,58,Female,1,user3448@example.com,No,Debit Card
2320,27,Male,2,user1635@example.com,No,Credit Card
2321,49,Male,2,user5422@example.com,No,Credit Card
2322,68,Male,4,user8159@example.com,No,PayPal
2323,63,Male,6,user8175@example.com,Yes,Credit Card
2324,18,Female,7,user2811@example.com,No,Bank Transfer
2325,24,Female,1,user3110@example.com,Yes,Credit Card
2326,26,Female,1,user8568@example.com,No,Debit Card
2327,50,Female,10,user5318@example.com,No,Cash
2328,64,Male,6,user1982@example.com,No,Bank Transfer
2329,66,Male,8,user9277@example.com,Yes,PayPal
2330,27,Female,3,user1807@example.com,No,PayPal
2331,27,Male,5,user6151@example.com,No,PayPal
2332,48,Female,3,user6623@example.com,Yes,Credit Card
2333,31,Male,3,user3530@example.com,Yes,Bank Transfer
2334,58,Male,4,user8439@example.com,No,PayPal
2335,25,Male,29,user5483@example.com,No,PayPal
2336,63,Male,7,user9754@example.com,Yes,Cash
2337,60,Female,11,user3205@example.com,Yes,PayPal
2338,45,Male,3,user9742@example.com,Yes,Cash
2339,44,Male,1,user3461@example.com,Yes,Credit Card
2340,32,Male,8,user7959@example.com,No,Credit Card
2341,19,Male,2,user8285@example.com,No,Bank Transfer
2342,39,Male,2,user2986@example.com,No,PayPal
2343,51,Male,9,user9297@example.com,No,Credit Card
2344,58,Male,29,user3722@example.com,Yes,Debit Card
2345,67,Female,2,user9403@example.com,No,PayPal
2346,26,Male,1,user5546@example.com,Yes,Cash
2347,38,Male,5,user9571@example.com,Yes,Debit Card
2348,40,Female,1,user6073@example.com,Yes,PayPal
2349,60,Female,2,user6878@example.com,No,Credit Card
2350,40,Male,3,user8872@example.com,Yes,Credit Card
2351,48,Female,4,user3931@example.com,No,Cash
2352,54,Male,1,user3974@example.com,Yes,Debit Card
2353,58,Female,6,user7712@example.com,No,Debit Card
2354,64,Male,2,user9561@example.com,Yes,Debit Card
2355,26,Female,1,user3758@example.com,No,Debit Card
2356,18,Male,22,user2866@example.com,No,Credit Card
2357,55,Male,2,user7022@example.com,No,Cash
2358,34,Female,2,user6954@example.com,Yes,PayPal
2359,26,Female,10,user8049@example.com,No,PayPal
2360,52,Female,4,user1854@example.com,Yes,Bank Transfer
2361,37,Female,2,user1289@example.com,Yes,Credit Card
2362,56,Male,1,user5749@example.com,No,Debit Card
2363,33,Male,106,user3821@example.com,Yes,Cash
2364,67,Female,1,user8777@example.com,Yes,Cash
2365,36,Female,1,user9258@example.com,No,Cash
2366,43,Male,1,user4695@example.com,Yes,Bank Transfer
2367,56,Male,1,user9085@example.com,No,Bank Transfer
2368,32,Female,1,user6955@example.com,Yes,PayPal
2369,63,Female,8,user9338@example.com,Yes,Debit Card
2370,56,Female,1,user8046@example.com,No,Bank Transfer
2371,19,Male,2,user9142@example.com,No,Bank Transfer
2372,28,Female,8,user6197@example.com,No,Bank Transfer
2373,53,Female,2,user8564@example.com,Yes,Debit Card
2374,24,Male,1,user4550@example.com,No,Credit Card
2375,28,Female,2,user6390@example.com,No,Debit Card
